/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_56_552.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_56_552.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_56_552.jpg,0,0,0,0.8126938
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_56_638.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_56_638.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_56_638.jpg,0,0,0,0.8055266
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_56_725.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_56_725.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_56_725.jpg,0,0,0,0.7998446
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_56_814.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_56_814.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_56_814.jpg,0,0,0,0.7928064
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_56_901.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_56_901.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_56_901.jpg,0,0,0,0.7872269
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_56_972.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_56_972.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_56_972.jpg,0,0,0,0.7830717
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_57_058.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_57_058.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_57_058.jpg,0,0,0,0.7762022
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_57_144.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_57_144.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_57_144.jpg,0,0,0,0.7707563
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_57_214.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_57_214.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_57_214.jpg,0,0,0,0.7653542
/home/kkbodke/Documents/1109/IMG/center_2017_11_09_09_14_57_301.jpg,/home/kkbodke/Documents/1109/IMG/left_2017_11_09_09_14_57_301.jpg,/home/kkbodke/Documents/1109/IMG/right_2017_11_09_09_14_57_301.jpg,0,0.1950717,0,0.8583533
